gmap_id1,address1,avg_rating1,latitude1,longitude1,name1,main_category1,description1,state1,url1,num_of_reviews1,price1,first_main_category1,region1,city1,hash_tag1
0x80c2cea12337713d:0xad9081b42ae7e0ec,"Cudahy Mall, 7907 Atlantic Ave, Cudahy, CA 90201",4.1,33.9620988,-118.1876693,Cudahy Mall,Retail,,Open ⋅ Closes 6PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cea12337713d:0xad9081b42ae7e0ec?authuser=-1&hl=en&gl=us,1108,,Retail,California,other,['Shopping mall']
0x80daf851dcd69e47:0x20fa1e17e064ad07,"The Cafe at Shields, 80225 CA-111, Indio, CA 92201",4.5,33.7068085,-116.2665346,The Cafe at Shields,Food & Beverage,Cafe for Mexican-inspired fare offers breakfast & lunch with outdoor seating & white umbrellas.,Closes soon ⋅ 6PM ⋅ Opens 8AM Thu,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80daf851dcd69e47:0x20fa1e17e064ad07?authuser=-1&hl=en&gl,1095,2.0,Food & Beverage,California,Indio,['Restaurant' 'American restaurant' 'Californian restaurant']
0x80db50c7598a9e2f:0x3a3e1aceda3daf5d,"Clarkie's Diner, 13661 Calimesa Blvd, Yucaipa, CA 92399",4.7,34.0056507,-117.0625893,Clarkie's Diner,Food & Beverage,,Open ⋅ Closes 2PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db50c7598a9e2f:0x3a3e1aceda3daf5d?authuser=-1&hl=en&gl=us,1215,1.0,Food & Beverage,California,other,['American restaurant' 'Breakfast restaurant' 'Restaurant']
0x8094277758995d77:0x40ae787281529f6b,"McDonald's, 40112 CA-41, Oakhurst, CA 93644",3.5,37.3320082,-119.6550647,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094277758995d77:0x40ae787281529f6b?authuser=-1&hl=en&gl=us,1091,1.0,Food & Beverage,California,other,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80dd21423c9eac83:0x803e7382c0f33bf6,"Duke's Huntington Beach, 317 Pacific Coast Hwy, Huntington Beach, CA 92648",4.5,33.6566444,-118.0020861,Duke's Huntington Beach,Food & Beverage,Restaurant named for surfing legend serves Hawaiian seafood menu in a space with surfside views.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd21423c9eac83:0x803e7382c0f33bf6?authuser=-1&hl=en&gl=us,3320,2.0,Food & Beverage,California,Huntington Beach,['Seafood restaurant' 'Bar' 'Hawaiian restaurant']
0x80ea41dcd2764249:0x7e85a1d444088813,"Golden Corral Buffet & Grill, 5001 Ming Ave, Bakersfield, CA 93309",4.1,35.338841099999996,-119.0579157,Golden Corral Buffet & Grill,Food & Beverage,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.",Closed ⋅ Opens 11AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ea41dcd2764249:0x7e85a1d444088813?authuser=-1&hl=en&gl,3442,2.0,Food & Beverage,California,Bakersfield,['Buffet restaurant' 'American restaurant' 'Banquet hall']
0x80e84c29f17d6ffb:0xd4a3392f0ffa9f2c,"Plaza Stadium Cinemas 14, 255 W 5th St, Oxnard, CA 93030",4.5,34.1983278,-119.17921949999999,Plaza Stadium Cinemas 14,Other,"Basic theater with stadium-style seating & snack bar, showing new releases & discounted matinees.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84c29f17d6ffb:0xd4a3392f0ffa9f2c?authuser=-1&hl=en&gl=us,1286,,Other,California,other,['Movie theater']
0x809ad0ea808f20cd:0xefd00504fd86b51a,"Sutter's Fort State Historic Park, 2701 L St, Sacramento, CA 95816",4.5,38.5723389,-121.47120559999999,Sutter's Fort State Historic Park,Nature & Outdoor,"The oldest restored fort in the U.S. depicts pioneer life via costumed docents, programs & exhibits.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad0ea808f20cd:0xefd00504fd86b51a?authuser=-1&hl=en&gl=us,1382,,Nature & Outdoor,California,Sacramento,['State park' 'Park' 'Tourist attraction']
0x80d9584d7d51e5a5:0x9359eb170c7bd46,"Yogurt Mill, 935 Broadway, El Cajon, CA 92021, United States",4.7,32.8073571,-116.950178,Yogurt Mill,Other,Cash-only frozen yogurt shop featuring a daily menu of flavors in a building with a leaning tower.,Closed ⋅ Opens 11AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9584d7d51e5a5:0x9359eb170c7bd46?authuser=-1&hl=en&gl=kr,1195,1.0,Other,California,El Cajon,['Frozen yogurt shop']
0x80dcd80bc1db33ed:0xba8b484c61b2d469,"STG Auto Group of Garden Grove, 13861 Harbor Blvd, Garden Grove, CA 92843",4.6,33.7614169,-117.92055669999999,STG Auto Group of Garden Grove,Service,,Open ⋅ Closes 9PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd80bc1db33ed:0xba8b484c61b2d469?authuser=-1&hl=en&gl=us,2134,,Service,California,other,['Used car dealer' 'Auto body shop' 'Brake shop']
0x80c2c64bbde85bbd:0x94aeb79d4a8cb362,"Maccheroni Republic, 332 S Broadway, Los Angeles, CA 90013, United States",4.5,34.0500306,-118.2485361,Maccheroni Republic,Food & Beverage,Handmade pastas star at this homey Italian spot with a covered patio & a BYO wine policy.,Closed ⋅ Opens 11AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c64bbde85bbd:0x94aeb79d4a8cb362?authuser=-1&hl=en&gl=kr,1924,2.0,Food & Beverage,California,Los Angeles,['Italian restaurant']
0x80dcb418f9d9118f:0x73bd6ee69407f651,"McDonald's, 8875 Limonite Ave, Riverside, CA 92509",3.5,33.9759064,-117.4769166,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",Open 24 hours,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcb418f9d9118f:0x73bd6ee69407f651?authuser=-1&hl=en&gl=us,1213,1.0,Food & Beverage,California,Riverside,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80952f377ea71ef5:0xe2576e4cc92ccbde,"Denny's, 2332 S Mooney Blvd, Visalia, CA 93277",4.0,36.3095368,-119.313446,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80952f377ea71ef5:0xe2576e4cc92ccbde?authuser=-1&hl=en&gl=us,1526,1.0,Food & Beverage,California,Visalia,['Diner' 'American restaurant' 'Breakfast restaurant']
0x80c3554a7cc6844d:0xae29d5bb36cda24c,"Wendy's, 27879 Base Line St, Highland, CA 92346",4.1,34.1207924,-117.19638339999999,Wendy's,Food & Beverage,Fast-food burger chain serving sides such as chili & baked potatoes.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3554a7cc6844d:0xae29d5bb36cda24c?authuser=-1&hl=en&gl=us,1161,1.0,Food & Beverage,California,Highland,['Fast food restaurant' 'Hamburger restaurant' 'Restaurant']
0x80db65f94e35ba4b:0x9fd64ba229f3e40,"Angie's Diner, 1770 W Florida Ave, Hemet, CA 92545",4.4,33.7476638,-116.9903497,Angie's Diner,Other,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db65f94e35ba4b:0x9fd64ba229f3e40?authuser=-1&hl=en&gl=us,1238,2.0,Other,California,other,['Diner']
0x808de439019ed89b:0xd3803836b1d5aee2,"McDonald's, 610 Del Monte Ave, Monterey, CA 93940",3.7,36.5996926,-121.8880662,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de439019ed89b:0xd3803836b1d5aee2?authuser=-1&hl=en&gl=us,1845,1.0,Food & Beverage,California,Monterey,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80d95836f6156f05:0x58eb7f28ea19a0e7,"The Home Depot, 298 Fletcher Pkwy, El Cajon, CA 92020",4.2,32.8093292,-116.9647529,The Home Depot,"Finance & Legal, Retail","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d95836f6156f05:0x58eb7f28ea19a0e7?authuser=-1&hl=en&gl=us,1905,1.0,Retail,California,El Cajon,['Home improvement store' 'Appliance store' 'Bathroom supply store']
0x808fca46dc6cdc3b:0x5ded3c3e2fd65be1,"New India Bazar, 2213 El Camino Real, Santa Clara, CA 95050",4.3,37.3528933,-121.9630636,New India Bazar,Retail,Family-owned Indian & Pakistani market stocking produce plus fresh & imported foods & spices.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fca46dc6cdc3b:0x5ded3c3e2fd65be1?authuser=-1&hl=en&gl=us,2607,,Retail,California,Santa Clara,['Indian grocery store' 'Spice store']
0x80c2be464213f413:0xe701f16bcead43f7,"Sheraton Universal Hotel, 333 Universal Hollywood Dr, Universal City, CA 91608",4.0,34.1374974,-118.3600099,Sheraton Universal Hotel,Service,"Airy rooms & suites in a contemporary hotel offering a restaurant, an outdoor pool & a gym.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2be464213f413:0xe701f16bcead43f7?authuser=-1&hl=en&gl,2438,,Service,California,other,['Hotel' 'Indoor lodging' 'Meeting planning service']
0x80c3536b795dd35d:0xba207910416620d5,"Alfredo's Pizza & Pasta, 251 W Base Line St, San Bernardino, CA 92410",4.5,34.1210425,-117.2885072,Alfredo's Pizza & Pasta,Food & Beverage,"Traditional, checkered-tablecloth restaurant since 1979, with a big, basic menu & homemade bread.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3536b795dd35d:0xba207910416620d5?authuser=-1&hl=en&gl=us,1535,2.0,Food & Beverage,California,San Bernardino,['Pizza restaurant']
0x808fb65c4a60170d:0xb486723f85c3056a,"Inchin's Bamboo Garden, 151 W Washington Ave, Sunnyvale, CA 94087",4.1,37.3762305,-122.0310557,Inchin's Bamboo Garden,Food & Beverage,Indian & Chinese foods share the menu at this contemporary local chain featuring Asian art.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb65c4a60170d:0xb486723f85c3056a?authuser=-1&hl=en&gl=us,2372,2.0,Food & Beverage,California,Sunnyvale,['Indian restaurant' 'Chinese restaurant' 'Cocktail bar']
0x80d954ab637b9215:0xee87ef9f58c16a7d,"SpringHill Suites by Marriott San Diego Downtown/Bayfront, 900 Bayfront Ct, San Diego, CA 92101",4.5,32.7170448,-117.17194359999999,SpringHill Suites by Marriott San Diego Downtown/Bayfront,Other,"Relaxed, modern all-suite property offering bay views, plus a rooftop outdoor pool & a gym.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d954ab637b9215:0xee87ef9f58c16a7d?authuser=-1&hl=en&gl=us,1228,,Other,California,San Diego,['Hotel' 'Extended stay hotel']
0x808fca4642004b2b:0xf0b350bbe1938098,"Patel Brothers, 2039 El Camino Real, Santa Clara, CA 95050",4.1,37.3529596,-121.9605012,Patel Brothers,Retail,"This grocery chain sells Indian foods, plus beauty products, spiritual items & more.",Closed ⋅ Opens 9AM Wed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fca4642004b2b:0xf0b350bbe1938098?authuser=-1&hl=en&gl=us,1290,,Retail,California,Santa Clara,['Indian grocery store' 'Grocery store' 'Supermarket']
0x80956df83699b5bf:0x5d0ec5f90bc8163e,"Kings Canyon Visitor Center, 83918 CA-180, Grant Grove Village, CA 93633",4.7,36.739996,-118.96337199999999,Kings Canyon Visitor Center,Other,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80956df83699b5bf:0x5d0ec5f90bc8163e?authuser=-1&hl=en&gl=us,1162,,Other,California,other,['Visitor center' 'Tourist attraction']
0x80dcd788f2e675fb:0xbc789229663c68be,"DoubleTree by Hilton Hotel Anaheim - Orange County, 100 The City Dr S, Orange, CA 92868",4.2,33.788035199999996,-117.8916572,DoubleTree by Hilton Hotel Anaheim - Orange County,Other,"Contemporary rooms & suites in a modern hotel with  a pool, plus tennis & basketball courts.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd788f2e675fb:0xbc789229663c68be?authuser=-1&hl=en&gl=us,1838,,Other,California,Anaheim,['Hotel']
0x80c34e278c1997bf:0xfb15bd8ed6607f53,"Denny's, 5975 Palm Ave, San Bernardino, CA 92407",3.8,34.1893277,-117.3619008,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c34e278c1997bf:0xfb15bd8ed6607f53?authuser=-1&hl=en&gl=us,1404,1.0,Food & Beverage,California,San Bernardino,['Diner' 'American restaurant' 'Breakfast restaurant']
0x808fccb198da78f3:0x7614a12d92c3ae9a,"Kukar's House Of Pizza, 527 S Almaden Ave, San Jose, CA 95110",4.3,37.3264046,-121.88832629999999,Kukar's House Of Pizza,Food & Beverage,"Longtime institution dishes up hearty pies plus pasta & sandwiches in a festive, old-school setting.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fccb198da78f3:0x7614a12d92c3ae9a?authuser=-1&hl=en&gl=us,1257,2.0,Food & Beverage,California,San Jose,['Pizza restaurant' 'Restaurant']
0x809466189bd368eb:0x9f3e3018c5406d1c,"Applebee's Grill + Bar, 3604 W Shaw Ave, Fresno, CA 93711",4.1,36.8086219,-119.8590553,Applebee's Grill + Bar,Food & Beverage,Full-service chain bar & grill providing hearty American eats in an informal setting.,Open ⋅ Closes 12AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809466189bd368eb:0x9f3e3018c5406d1c?authuser=-1&hl=en&gl=us,1516,2.0,Food & Beverage,California,Fresno,['Restaurant' 'American restaurant' 'Bar & grill']
0x80dc0b7e36546f4f:0x33f4f71e63c98330,"Walmart Supercenter, 1550 Leucadia Blvd, Encinitas, CA 92024",4.0,33.0693082,-117.26632559999999,Walmart Supercenter,Retail,,Closed ⋅ Opens 7AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc0b7e36546f4f:0x33f4f71e63c98330?authuser=-1&hl=en&gl=us,1648,1.0,Retail,California,other,['Department store' 'Clothing store' 'Craft store']
0x80dcb0ee1b5f0f37:0x9efebf942f1bb4da,"Riverside Volkswagen, 8330 Indiana Ave # D, Riverside, CA 92504",4.7,33.924999199999995,-117.4188444,Riverside Volkswagen,"Service, Retail",,Closed ⋅ Opens 7AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcb0ee1b5f0f37:0x9efebf942f1bb4da?authuser=-1&hl=en&gl=us,1408,,Retail,California,Riverside,['Volkswagen dealer' 'Auto parts store' 'Auto repair shop']
0x80c3335defc3b921:0xf647a09871a2c290,"McDonald's, 2463 S Euclid Ave, Ontario, CA 91761",3.7,34.0285578,-117.65018819999999,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3335defc3b921:0xf647a09871a2c290?authuser=-1&hl=en&gl=us,1103,1.0,Food & Beverage,California,Ontario,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80c2c64160adbc4b:0x527217f541ae2569,"Union Station, 800 N Alameda St, Los Angeles, CA 90012",4.4,34.056219,-118.2365021,Union Station,Service,"Opulent train station built in 1939 & still a major rail hub, with shops, eateries & waiting areas.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c64160adbc4b:0x527217f541ae2569?authuser=-1&hl=en&gl=us,1238,,Service,California,Los Angeles,['Transit station' 'Bus station' 'Train station']
0x80dcdf50ab31fa95:0xd109c2548fdd4db9,"Raising Cane's Chicken Fingers, 3150 Harbor Blvd, Costa Mesa, CA 92626, United States",4.5,33.685715,-117.91895,Raising Cane's Chicken Fingers,Food & Beverage,"Fast-food chain specializing in fried chicken fingers, crinkle-cut fries & Texas toast.",Closed ⋅ Opens 9AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdf50ab31fa95:0xd109c2548fdd4db9?authuser=-1&hl=en&gl=kr,3720,1.0,Food & Beverage,California,Costa Mesa,['Fast food restaurant' 'American restaurant' 'Chicken restaurant']
0x808fcb164308043b:0xca3a6f4e94a74738,"Bill's Cafe - Bascom, 302 N Bascom Ave, San Jose, CA 95128",4.4,37.3283632,-121.9318303,Bill's Cafe - Bascom,Food & Beverage,Short-order breakfasts & lunches are offered until 3 PM at this branch of a local mini-chain.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcb164308043b:0xca3a6f4e94a74738?authuser=-1&hl=en&gl=us,1075,2.0,Food & Beverage,California,San Jose,['Brunch restaurant' 'Breakfast restaurant' 'Lunch restaurant']
0x80dd2dc2dfd751c7:0x1d36274ec53ef774,"In-N-Out Burger, 1325 Sunsweet Blvd, Yuba City, CA 95993",4.6,39.1359285,-121.6352347,In-N-Out Burger,Food & Beverage,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2dc2dfd751c7:0x1d36274ec53ef774?authuser=-1&hl=en&gl=us,2834,1.0,Food & Beverage,California,Yuba City,['Hamburger restaurant' 'American restaurant' 'Diner']
0x80999076e9281459:0x391dd395735f813e,"California Burger Company, 1001 Heavenly Village Way #2b, South Lake Tahoe, CA 96150",4.5,38.955473999999995,-119.943939,California Burger Company,Food & Beverage,"Gourmet burgers & whiskey offered in a hip tavern with live bands, TVs & outdoor seating.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80999076e9281459:0x391dd395735f813e?authuser=-1&hl=en&gl=us,1418,2.0,Food & Beverage,California,other,['Hamburger restaurant' 'American restaurant' 'Bar']
0x80dc7548b8f68857:0x2b405d1c5b0c9cb3,"Regal Edwards San Marcos, 1180 W San Marcos Blvd, San Marcos, CA 92069",4.3,33.134693,-117.19246299999999,Regal Edwards San Marcos,Other,"Theater complex with multiple screens featuring new release films, plush seating & concession stand.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc7548b8f68857:0x2b405d1c5b0c9cb3?authuser=-1&hl=en&gl=us,1925,,Other,California,San Marcos,['Movie theater']
0x80d76535c045966d:0xf14cbe822407fb22,"McDonald's, 720 Imperial Ave, Calexico, CA 92231",4.2,32.6727243,-115.49835119999999,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d76535c045966d:0xf14cbe822407fb22?authuser=-1&hl=en&gl=us,2521,1.0,Food & Beverage,California,Calexico,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x8094662531abcfcf:0xdba9dd075e80a390,"Texas Roadhouse, 3190 W Shaw Ave, Fresno, CA 93711",4.5,36.80864,-119.84865599999999,Texas Roadhouse,Food & Beverage,Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094662531abcfcf:0xdba9dd075e80a390?authuser=-1&hl=en&gl=us,3030,2.0,Food & Beverage,California,Fresno,['Steak house' 'American restaurant' 'New American restaurant']
0x80c2c0e9c2ba93ff:0x2d723b83b44e827e,"The Morrison, 3179 Los Feliz Blvd, Los Angeles, CA 90039",4.5,34.1237569,-118.2687304,The Morrison,Food & Beverage,Scottish pub serving upscale burgers & pub eats in addition to a huge selection of beer & whiskey.,Closed ⋅ Opens 12PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c0e9c2ba93ff:0x2d723b83b44e827e?authuser=-1&hl=en&gl=us,1518,2.0,Food & Beverage,California,Los Angeles,['Hamburger restaurant' 'Bar' 'Fish & chips restaurant']
0x80c2979282f7c4c7:0xa9e5fbedc1231bfa,"IHOP, 15635 Ventura Blvd, Encino, CA 91436",4.0,34.1554413,-118.4747402,IHOP,Food & Beverage,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2979282f7c4c7:0xa9e5fbedc1231bfa?authuser=-1&hl=en&gl=us,1128,1.0,Food & Beverage,California,Ventura,['Restaurant' 'American restaurant' 'Breakfast restaurant']
0x808f7fc7075d7a5d:0xda64c5a14e437ab6,"The Ramp Restaurant, 855 Terry A Francois Blvd, San Francisco, CA 94158",4.3,37.7641482,-122.3870616,The Ramp Restaurant,Food & Beverage,"Casual waterfront restaurant on Mission Bay serving lunch, brunch & evening appetizers year-round.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7fc7075d7a5d:0xda64c5a14e437ab6?authuser=-1&hl=en&gl=us,1278,2.0,Food & Beverage,California,San Francisco,['American restaurant' 'Brunch restaurant' 'Cocktail bar']
0x808fcca1b7897991:0x8879fd5a6b3725fc,"Henry's World Famous Hi-Life, 301 W St John St, San Jose, CA 95110",4.6,37.335485999999996,-121.898197,Henry's World Famous Hi-Life,Food & Beverage,"Casual joint with hearty portions of steak, pork chops, ribs & chicken, grilled in an oak pit.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcca1b7897991:0x8879fd5a6b3725fc?authuser=-1&hl=en&gl=us,1771,2.0,Food & Beverage,California,San Jose,['Steak house' 'Barbecue restaurant' 'Restaurant']
0x80dcef4e7417e92b:0xa798edd70245d8c,"Raising Cane's Chicken Fingers, 26801 Aliso Creek Rd, Aliso Viejo, CA 92656",4.4,33.5729865,-117.723894,Raising Cane's Chicken Fingers,Food & Beverage,"Fast-food chain specializing in fried chicken fingers, crinkle-cut fries & Texas toast.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcef4e7417e92b:0xa798edd70245d8c?authuser=-1&hl=en&gl=us,1095,1.0,Food & Beverage,California,other,['Fast food restaurant' 'American restaurant' 'Chicken restaurant']
0x80c2d2c6a7659e17:0xb295fba673ae0f4,"Walmart, 11729 Imperial Hwy, Norwalk, CA 90650",4.0,33.9182512,-118.08290099999999,Walmart,Retail,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d2c6a7659e17:0xb295fba673ae0f4?authuser=-1&hl=en&gl=us,2265,1.0,Retail,California,Norwalk,['Department store' 'Discount store' 'Grocery store']
0x80c259a27e721dc9:0x3b7499ea7c87e482,"Macy's, 1123 W Rancho Vista Blvd, Palmdale, CA 93551, United States",4.2,34.6047744,-118.1500677,Macy's,Retail,"Department store chain providing brand-name clothing, accessories, home furnishings & housewares.",Closed ⋅ Opens 11AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c259a27e721dc9:0x3b7499ea7c87e482?authuser=-1&hl=en&gl=kr,1198,2.0,Retail,California,other,['Department store' 'Clothing store' 'Cosmetics store']
0x80dd2f54a5ceebbf:0x96a5bbe8c2ad2ea,"In-N-Out Burger, 6292 Westminster Blvd., Westminster, CA 92683",4.6,33.7587584,-118.01954649999999,In-N-Out Burger,Food & Beverage,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2f54a5ceebbf:0x96a5bbe8c2ad2ea?authuser=-1&hl=en&gl=us,2378,1.0,Food & Beverage,California,Westminster,['Hamburger restaurant' 'Diner' 'Fast food restaurant']
0x80c2c764543e099d:0xebd2f9233042c85a,"Vons, 3461 W 3rd St, Los Angeles, CA 90020, United States",4.2,34.069848,-118.2910931,Vons,"Service, Retail","SoCal supermarket staple for groceries, produce & deli items, plus personal care, home goods & more.",Open ⋅ Closes 11PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c764543e099d:0xebd2f9233042c85a?authuser=-1&hl=en&gl=kr,2433,,Retail,California,Los Angeles,['Grocery store' 'Grocery delivery service']
0x80c2972e8b051259:0xbac08fbd9691e562,"In-N-Out Burger, 7930 Van Nuys Blvd, Van Nuys, CA 91402",4.6,34.2150465,-118.4483102,In-N-Out Burger,Food & Beverage,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2972e8b051259:0xbac08fbd9691e562?authuser=-1&hl=en&gl=us,2882,1.0,Food & Beverage,California,other,['Hamburger restaurant' 'American restaurant' 'Diner']
0x80c366bf8d1773a5:0xce74a84c311db43b,"Popeyes Louisiana Kitchen, 12951 Hesperia Rd, Victorville, CA 92395",3.6,34.486801899999996,-117.2897457,Popeyes Louisiana Kitchen,Food & Beverage,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c366bf8d1773a5:0xce74a84c311db43b?authuser=-1&hl=en&gl=us,1265,1.0,Food & Beverage,California,Hesperia,['Chicken restaurant' 'Cajun restaurant' 'Fast food restaurant']
0x80c2c3687b6d849f:0x8278c83a96a1cf9a,"Urth Caffe Pasadena, 594 E Colorado Blvd, Pasadena, CA 91101",4.4,34.1456219,-118.13818909999999,Urth Caffe Pasadena,Food & Beverage,"Member of a bustling cafe chain delivers farm-to-table American bites, organic coffee & desserts.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c3687b6d849f:0x8278c83a96a1cf9a?authuser=-1&hl=en&gl=us,3068,2.0,Food & Beverage,California,other,['Coffee shop' 'Cafe' 'Dessert shop']
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,"Lumberjacks, 501 E Cypress Ave, Redding, CA 96002",4.3,40.5707804,-122.3624717,Lumberjacks,Food & Beverage,Casual eatery with log cabin decor doling out hearty plates of breakfast-to-dinner American food.,Open ⋅ Closes 10PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d2ecbe9c417c6d:0xf9cad349717bfe9c?authuser=-1&hl=en&gl,1878,2.0,Food & Beverage,California,Redding,['American restaurant']
0x80c2ce45050c4883:0xf8f5891129f6d28d,"Commerce Casino, 6131 Telegraph Rd, Commerce, CA 90040, United States",3.9,33.9990952,-118.1450002,Commerce Casino,Other,"Hotel & casino offering poker, blackjack & other table games, plus a sports bar & 24-hour dining.",Open 24 hours,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ce45050c4883:0xf8f5891129f6d28d?authuser=-1&hl=en&gl=kr,2858,,Other,California,other,['Casino' 'Tourist attraction']
0x80d947ab090c445b:0x221be33323cd1acf,"Jack in the Box, 2525 Otay Center Dr, San Diego, CA 92154",4.3,32.553838,-116.9419958,Jack in the Box,Food & Beverage,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d947ab090c445b:0x221be33323cd1acf?authuser=-1&hl=en&gl=us,1807,1.0,Food & Beverage,California,San Diego,['Fast food restaurant' 'Breakfast restaurant' 'Chicken restaurant']
0x809ad6c8e82b2347:0xbaad8d7f34749fef,"Burgers and Brew, 317 3rd St, West Sacramento, CA 95605",4.5,38.5880058,-121.50987509999999,Burgers and Brew,Food & Beverage,Sleek local brewpub chain featuring craft beers on tap & a menu of burgers & sandwiches.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad6c8e82b2347:0xbaad8d7f34749fef?authuser=-1&hl=en&gl=us,1602,2.0,Food & Beverage,California,West Sacramento,['Hamburger restaurant' 'Restaurant']
